h	r	t
Q235823	P3373	Q526028
Q235823	P3373	Q546082
Q235823	P3373	Q658803
Q235823	P3373	Q951608
Q235823	P3373	Q2366837
Q235823	P3373	Q50926
Q235823	P3373	Q772780
Q235823	P3373	Q61746528
Q47292	P25	Q60139
Q47292	P22	Q314558
Q47292	P26	Q268349
Q47292	P40	Q465178
Q47292	P40	Q233181
Q47292	P40	Q256580
Q47292	P3373	Q1347454
Q5972285	P25	Q5752650
Q5972285	P22	Q18363
Q5972285	P40	Q76316267
Q5972285	P40	Q76316259
Q5972285	P40	Q76316260
Q5972285	P40	Q76316261
Q5972285	P40	Q76316262
Q5972285	P40	Q76316263
Q5972285	P40	Q76316265
Q5972285	P26	Q76316258
Q5972285	P26	Q76316266
Q107307759	P40	Q1220499
Q348079	P40	Q110588194
Q20399086	P26	Q3292019
Q20399086	P22	Q3086171
Q20399086	P40	Q20402816
Q57468	P25	Q237311
Q57468	P3373	Q444347
Q3157975	P1598	Q3260697
Q3157975	P1598	Q23816705
Q235818	P22	Q332717
Q235818	P25	Q234045
Q235818	P40	Q261372
Q235818	P40	Q256701
Q235818	P40	Q698051
Q235818	P40	Q78536
Q235818	P40	Q952114
Q235818	P40	Q75287410
Q235818	P40	Q75392254
Q235818	P40	Q75392252
Q235818	P40	Q75392258
Q235818	P40	Q75392259
Q235818	P40	Q75392256
Q235818	P26	Q503177
Q235818	P3373	Q211673
Q235818	P3373	Q449381
Q235818	P3373	Q238453
Q235818	P3373	Q1477174
Q235818	P3373	Q206223
Q235818	P3373	Q2714938
Q235818	P3373	Q3759868
Q235818	P3373	Q3897173
Q235818	P3373	Q439014
Q3068633	P22	Q3133940
Q3068633	P25	Q3837647
Q3068633	P40	Q5077309
Q3068633	P40	Q75241015
Q3068633	P40	Q75241016
Q3068633	P3373	Q357889
Q3068633	P3373	Q363636
Q3068633	P1598	Q363636
Q3068633	P3373	Q732718
Q3068633	P451	Q3452025
Q3068633	P1598	Q1903131
Q3068633	P1598	Q3175478
Q110614102	P40	Q955938
Q45639	P25	Q257579
Q45639	P22	Q297483
Q45639	P26	Q969739
Q45639	P3373	Q3847417
Q45639	P3373	Q253814
Q45639	P3373	Q59867
Q45639	P3373	Q3837121
Q45639	P3373	Q312297
Q45639	P3373	Q3721835
Q45639	P3373	Q3750870
Q75807381	P22	Q60746
Q75807381	P25	Q265243
Q3806588	P40	Q3760518
Q3806588	P40	Q5128633
Q3806588	P40	Q6135429
Q3806588	P26	Q75390696
Q101508424	P40	Q570845
Q101508424	P22	Q2431176
Q101508424	P25	Q1747562
Q101508424	P26	Q21166257
Q100440408	P40	Q155971
Q108890	P25	Q890742
Q108890	P22	Q68699
Q108890	P3373	Q2501956
Q108890	P3373	Q75562
Q108890	P3373	Q84322
Q108890	P3373	Q97214
Q75269941	P22	Q57989
Q75269941	P25	Q261876
Q231820	P26	Q157793
Q231820	P40	Q161059
Q231820	P40	Q2735969
Q231820	P40	Q4776420
Q231820	P40	Q75385343
Q231820	P40	Q75385346
Q231820	P40	Q3428532
Q231820	P40	Q2618092
Q231820	P40	Q75385348
Q231820	P25	Q264644
Q231820	P22	Q702876
Q231820	P1038	Q152727
Q231820	P1038	Q151826
Q231820	P3373	Q67695
Q231820	P3373	Q558323
Q231820	P3373	Q61557
Q231820	P3373	Q62516
Q100474	P25	Q237712
Q100474	P22	Q60942
Q100474	P3373	Q69427
Q100474	P3373	Q71788
Q100474	P3373	Q97171
Q100474	P3373	Q60936
Q100474	P3373	Q61496
Q100474	P3373	Q541271
Q110422629	P40	Q110935100
Q75382758	P40	Q75249571
Q75382758	P40	Q19664619
Q75382758	P40	Q4297162
Q75382758	P40	Q75249761
Q75382758	P40	Q75248545
Q75382758	P40	Q75249762
Q75382758	P40	Q47490598
Q75382758	P26	Q1071465
Q3261027	P22	Q1280342
Q3261027	P25	Q22117324
Q3261027	P3373	Q644456
Q3261027	P3373	Q3659993
Q3261027	P3373	Q3083294
Q3261027	P3373	Q461216
Q3261027	P3373	Q5086219
Q101508594	P40	Q55850174
Q101508594	P22	Q55850155
Q101508594	P26	Q60808252
Q101508594	P26	Q44192237
Q101508594	P451	Q76736
Q101508594	P25	Q108927315
Q174256	P22	Q157812
Q174256	P25	Q231764
Q174256	P26	Q52935
Q174256	P40	Q420706
Q174256	P40	Q57698488
Q174256	P40	Q6219556
Q174256	P40	Q61793498
Q174256	P40	Q52934
Q174256	P40	Q52933
Q174256	P3373	Q2308926
Q174256	P3373	Q235828
Q174256	P3373	Q241196
Q174256	P3373	Q317499
Q174256	P3373	Q70892
Q174256	P3373	Q157793
Q174256	P1889	Q96471833
Q75385595	P22	Q62022
Q75385595	P25	Q261889
Q75385595	P3373	Q347939
Q75385595	P3373	Q75385593
Q75385595	P3373	Q75388981
Q75385595	P3373	Q75388982
Q75385595	P3373	Q75388985
Q75385595	P3373	Q269351
Q75385595	P3373	Q77927
Q75385595	P3373	Q234237
Q75239884	P22	Q61829
Q75239884	P25	Q270110
Q53581579	P22	Q335173
Q61866195	P40	Q65304
Q61866195	P40	Q75421448
Q61866195	P40	Q75421451
Q61866195	P22	Q61866209
Q61866195	P25	Q61866212
Q61866195	P26	Q61866199
Q430775	P25	Q1641737
Q430775	P22	Q455392
Q430775	P40	Q445056
Q430775	P40	Q1757328
Q430775	P26	Q2856180
Q430775	P26	Q445073
Q8961405	P22	Q18363
Q8961405	P25	Q160001
Q102861274	P40	Q61749552
Q75388926	P22	Q543311
Q75388926	P25	Q62043
Q2190372	P26	Q71434
Q2190372	P40	Q88853
Q2190372	P40	Q55339943
Q2190372	P40	Q55340043
Q2190372	P40	Q55340044
Q2549791	P25	Q65146
Q2549791	P22	Q444087
Q2549791	P26	Q464674
Q2549791	P40	Q2393004
Q2549791	P40	Q578007
Q2549791	P40	Q6671424
Q2549791	P3373	Q447520
Q2549791	P3373	Q271976
Q2549791	P3373	Q3617776
Q2549791	P3373	Q3847115
Q6138319	P1598	Q3309879
Q6138319	P1598	Q7177242
Q6138319	P1598	Q3339660
Q75333120	P22	Q140235
Q75333120	P25	Q2080470
Q504543	P22	Q348137
Q504543	P25	Q5066980
Q504543	P3373	Q315206
Q504543	P3373	Q75692
Q504543	P3373	Q63307
Q375973	P22	Q520529
Q375973	P25	Q133912
Q375973	P3373	Q236902
Q75369574	P25	Q75369570
Q68560	P22	Q215988
Q68560	P40	Q735831
Q68560	P26	Q2707152
Q68560	P25	Q9263167
Q90957	P26	Q2225507
Q90957	P3373	Q317621
Q240397	P22	Q186256
Q240397	P25	Q230566
Q240397	P40	Q242879
Q240397	P40	Q218879
Q240397	P40	Q75364209
Q240397	P40	Q3847230
Q240397	P40	Q75364226
Q240397	P40	Q75364250
Q240397	P40	Q75364279
Q240397	P40	Q75364276
Q240397	P40	Q2303777
Q240397	P26	Q550766
Q240397	P3373	Q183085
Q240397	P3373	Q4943028
Q240397	P3373	Q4392333
Q240397	P3373	Q2701890
Q240397	P3373	Q75370696
Q240397	P3448	Q399216
Q3847609	P25	Q255389
Q3847609	P22	Q2537215
Q3847609	P3373	Q2134007
Q3847609	P3373	Q1906507
Q3847609	P3373	Q22082440
Q3847609	P1290	Q242421
Q3847609	P1290	Q215873
Q75333116	P22	Q5076481
Q75333116	P25	Q2080470
Q59173406	P26	Q7617445
Q59173406	P40	Q7617480
Q59173406	P40	Q76030009
Q59173406	P40	Q75945528
Q59173406	P40	Q76020378
Q2978287	P1598	Q964348
Q75291528	P22	Q1280342
Q75291528	P25	Q22117324
Q552625	P25	Q237308
Q552625	P22	Q502919
Q552625	P40	Q235183
Q552625	P26	Q237132
Q552625	P3373	Q434061
Q552625	P3373	Q270528
Q552625	P3373	Q258483
Q552625	P1889	Q78542
Q1991420	P25	Q84459
Q1991420	P22	Q299675
Q1991420	P40	Q264361
Q1991420	P40	Q714803
Q1991420	P40	Q969739
Q1991420	P40	Q2142124
Q1991420	P40	Q237940
Q1991420	P26	Q452580
Q1991420	P3373	Q5131952
Q1991420	P3373	Q2737243
Q1991420	P3373	Q182021
Q1991420	P3373	Q577162
Q12010659	P22	Q70892
Q12010659	P25	Q55343666
Q97022	P26	Q66842
Q97022	P40	Q65809
Q97022	P40	Q68331
Q97022	P40	Q119914
Q97022	P40	Q1613177
Q97022	P22	Q479510
Q97022	P3373	Q479537
Q97022	P3373	Q824348
Q43987857	P22	Q2935138
Q43987857	P25	Q7086876
Q43987857	P40	Q109012280
Q4785862	P22	Q313426
Q4785862	P25	Q509449
Q4785862	P3373	Q235540
Q4785862	P3373	Q440350
Q4785862	P3373	Q501498
Q672470	P25	Q2414829
Q672470	P22	Q153586
Q672470	P3373	Q1755340
Q672470	P3373	Q3428292
Q672470	P3373	Q262989
Q672470	P3373	Q4575564
Q672470	P3373	Q2411320
Q672470	P3373	Q2411332
Q672470	P3373	Q2411371
Q672470	P3373	Q2411396
Q672470	P3373	Q157812
Q672470	P3373	Q2622086
Q672470	P3373	Q391053
Q672470	P3373	Q559253
Q672470	P3373	Q693480
Q4889025	P26	Q5497188
Q75289312	P22	Q66889
Q75289312	P25	Q394750
Q2209392	P22	Q524562
Q2209392	P25	Q2032537
Q2209392	P26	Q3132497
Q2209392	P26	Q3132497
Q2209392	P3373	Q971626
Q3163828	P1598	Q3093548
Q3163828	P1598	Q1684872
Q270169	P25	Q67777
Q270169	P22	Q62282
Q270169	P26	Q267347
Q270169	P40	Q504498
Q270169	P40	Q689289
Q270169	P40	Q669773
Q270169	P40	Q327563
Q270169	P40	Q9391762
Q270169	P40	Q829566
Q270169	P40	Q1599554
Q270169	P3373	Q5298251
Q270169	P3373	Q132455
Q270169	P3373	Q63240
Q270169	P3373	Q63769
Q270169	P3373	Q63770
Q270169	P3373	Q657591
Q270169	P3373	Q68922
Q270169	P3373	Q69249
Q233989	P25	Q229434
Q233989	P22	Q54056
Q233989	P26	Q54030
Q233989	P3373	Q235591
Q233989	P3373	Q455255
Q233989	P3373	Q1699533
Q233989	P3373	Q271509
Q233989	P3373	Q1099275
Q233989	P3373	Q11487409
Q233989	P3373	Q2559763
Q233989	P3373	Q11488890
Q233989	P3373	Q233277
Q233989	P3373	Q54058
Q75375048	P22	Q5369144
Q75375048	P25	Q75374636
Q520860	P802	Q1279598
Q520860	P802	Q1695394
Q520860	P802	Q95542
Q520860	P802	Q112261
Q520860	P802	Q111149
Q520860	P3205	Q163043
Q520860	P1066	Q1361695
Q520860	P859	Q3471054
Q75520753	P22	Q75247340
Q75520753	P25	Q271182
Q75520753	P40	Q75305375
Q75520753	P40	Q75520782
Q75520753	P40	Q75520802
Q75520753	P40	Q28522480
Q75520753	P26	Q5339430
Q75520753	P3373	Q75311004
Q75520753	P3373	Q40847550
Q555008	P25	Q1100966
Q555008	P22	Q506507
Q555008	P26	Q2447071
Q555008	P26	Q2445155
Q555008	P26	Q2633673
Q555008	P40	Q2550274
Q555008	P40	Q964936
Q555008	P40	Q555354
Q555008	P40	Q548485
Q555008	P3373	Q554961
Q555008	P3373	Q3663508
Q555008	P3373	Q107598420
Q85701508	P22	Q4147666
Q85701508	P26	Q93945
Q234163	P40	Q135152
Q234163	P40	Q75384839
Q234163	P451	Q122553
Q234163	P22	Q75388718
Q234163	P25	Q75259632
Q20016390	P22	Q116972
Q20016390	P25	Q2723966
Q20909591	P25	Q2825325
Q20909591	P22	Q186652
Q20909591	P3373	Q3103643
Q20909591	P3373	Q20909575
Q20909591	P3373	Q20909577
Q3830700	P22	Q150665
Q3830700	P25	Q57528
Q1058391	P22	Q299650
Q1058391	P25	Q84156
Q1058391	P26	Q230887
Q1058391	P40	Q773874
Q1058391	P40	Q3153616
Q1058391	P40	Q2430539
Q1058391	P40	Q270805
Q1058391	P3373	Q230878
Q1058391	P3373	Q2690506
Q1058391	P3373	Q4762681
Q1058391	P3373	Q964094
Q1058391	P3373	Q1495257
Q1058391	P3373	Q4777641
Q1058391	P3373	Q6294377
Q1058391	P3373	Q9697409
Q18756800	P40	Q3439334
Q18756800	P26	Q75551874
Q18810820	P22	Q137814
Q18810820	P3373	Q6470274
Q18810820	P3373	Q131412
Q18810820	P3373	Q19324875
Q18810820	P3373	Q19325374
Q18810820	P3373	Q19896529
Q18810820	P3373	Q3183663
Q18810820	P3373	Q3762290
Q18810820	P3373	Q937415
Q18810820	P25	Q75388629
Q157077	P25	Q171136
Q157077	P22	Q157098
Q157077	P26	Q157092
Q157077	P3373	Q156045
Q157077	P3373	Q157834
Q157077	P3373	Q157884
Q157077	P3373	Q150611
Q157077	P3373	Q32500
Q157077	P1038	Q233335
Q157077	P1038	Q150726
Q110422562	P40	Q110421769
Q3263876	P22	Q130834
Q3263876	P25	Q233900
Q3263876	P3373	Q84239
Q3263876	P3373	Q183579
Q3263876	P3373	Q156659
Q3263876	P3373	Q242687
Q3263876	P3373	Q112104
Q3263876	P3373	Q4785852
Q3263876	P3373	Q157491
Q2850041	P22	Q3771665
Q2850041	P26	Q658916
Q2850041	P3373	Q75377030
Q2850041	P25	Q102320532
Q232180	P25	Q237666
Q232180	P22	Q155596
Q232180	P26	Q212457
Q232180	P3373	Q259250
Q232180	P3373	Q261833
Q232180	P3373	Q263540
Q232180	P3373	Q2849871
Q232180	P3373	Q2735601
Q232180	P3373	Q2310712
Q232180	P3373	Q363992
Q232180	P1290	Q363992
Q232180	P3373	Q718056
Q232180	P1290	Q57221
Q61449	P40	Q468925
Q61449	P40	Q138786
Q61449	P40	Q2192425
Q61449	P40	Q2542068
Q61449	P26	Q454297
Q61449	P3373	Q651457
Q738949	P26	Q470641
Q738949	P22	Q362618
Q738949	P25	Q3847614
Q738949	P3373	Q3721525
Q738949	P3373	Q3587930
Q738949	P3373	Q78401
Q738949	P3373	Q84303
Q738949	P3373	Q271499
Q738949	P3373	Q324453
Q738949	P3373	Q570195
Q110588189	P40	Q110588187
Q4944376	P22	Q525903
Q4944376	P25	Q509216
Q4944376	P3373	Q553292
Q4944376	P3373	Q603436
Q2958063	P1598	Q3165274
Q2958063	P1598	Q23199359
Q2958063	P1598	Q2856854
Q105817107	P40	Q4228448
Q105817107	P40	Q4766932
Q105817107	P22	Q108433480
Q105817107	P25	Q108433481
Q2707655	P1598	Q161983
Q2241324	P22	Q191231
Q2241324	P25	Q229816
Q2241324	P40	Q321325
Q2241324	P3373	Q2308890
Q2241324	P3373	Q331575
Q2241324	P3373	Q621453
Q2241324	P3373	Q2140032
Q2241324	P3373	Q216789
Q2241324	P3373	Q222123
Q2241324	P3373	Q2536398
Q2241324	P3373	Q282016
Q2241324	P3373	Q383491
Q75388758	P22	Q380949
Q75388758	P25	Q239487
Q207953	P22	Q160341
Q207953	P25	Q229214
Q207953	P26	Q675493
Q207953	P40	Q711801
Q207953	P40	Q523140
Q207953	P40	Q38370
Q207953	P40	Q1079839
Q207953	P40	Q588852
Q207953	P40	Q718991
Q207953	P40	Q3401368
Q207953	P40	Q4267871
Q207953	P3373	Q1466210
Q207953	P3373	Q461227
Q207953	P3373	Q755310
Q207953	P3373	Q755721
Q207953	P3373	Q786401
Q207953	P3373	Q846572
Q207953	P3373	Q1412715
Q207953	P3373	Q170470
Q207953	P3373	Q221367
Q207953	P3373	Q4799982
Q75385687	P22	Q2916076
Q75385687	P25	Q75385379
Q9165378	P451	Q54058
Q9165378	P40	Q21127430
Q75362249	P22	Q75362243
Q75362249	P40	Q75363011
Q75362249	P40	Q75363012
Q75362249	P40	Q75363015
Q75362249	P40	Q75362253
Q75362249	P40	Q75362255
Q75362249	P40	Q75363017
Q75362249	P40	Q75363081
Q75362249	P40	Q75363230
Q75362249	P26	Q75362251
Q96085767	P25	Q227101
Q108617023	P40	Q5403273
Q108617023	P451	Q38370
Q15967395	P26	Q3263848
Q108317436	P22	Q4254636
Q108317436	P25	Q60321119
Q75295621	P22	Q942153
Q75295621	P25	Q261301
Q462892	P22	Q183226
Q462892	P25	Q229854
Q462892	P40	Q356522
Q462892	P40	Q2701191
Q462892	P40	Q2584497
Q462892	P40	Q268365
Q462892	P40	Q2084303
Q462892	P40	Q167384
Q462892	P40	Q2084314
Q462892	P40	Q5867848
Q462892	P40	Q20016222
Q462892	P40	Q6108325
Q462892	P40	Q63579947
Q462892	P40	Q65954937
Q462892	P26	Q237742
Q462892	P26	Q84515683
Q462892	P3373	Q343621
Q462892	P3373	Q186256
Q462892	P3373	Q976797
Q462892	P3373	Q233196
Q462892	P3373	Q233587
Q462892	P3373	Q233603
Q462892	P3373	Q230566
Q462892	P1290	Q2630473
Q108317453	P40	Q108317452
Q175250	P25	Q232172
Q175250	P22	Q312681
Q175250	P26	Q260505
Q175250	P40	Q237308
Q175250	P40	Q242865
Q175250	P40	Q170182
Q175250	P40	Q14451
Q175250	P40	Q75238338
Q175250	P40	Q75394437
Q175250	P3373	Q783340
Q175250	P3373	Q231844
Q175250	P3373	Q233798
Q175250	P3373	Q276021
Q175250	P3373	Q175544
Q175250	P3373	Q312683
Q175250	P3373	Q3770095
Q175250	P3373	Q3852613
Q175250	P3373	Q16204132
Q175250	P3373	Q16601395
Q3157825	P40	Q2741365
Q3157825	P40	Q21094913
Q3157825	P40	Q3086637
Q3157825	P22	Q2960688
Q3157825	P25	Q21094888
Q3157825	P26	Q3086109
Q3157825	P3373	Q15967085
Q3157825	P3373	Q515731
Q25484358	P22	Q25484320
Q25484358	P3373	Q25484366
Q25484358	P3373	Q394812
Q25484358	P3373	Q469741
Q25484358	P3373	Q55211043
Q25484358	P40	Q25484298
Q5082394	P22	Q84922
Q5082394	P25	Q75239899
Q75316279	P22	Q75281547
Q75316279	P25	Q56754438
Q3749452	P3373	Q42175996
Q3749452	P3373	Q264013
Q3749452	P3373	Q823036
Q3749452	P3373	Q2254728
Q3749452	P22	Q913241
Q3749452	P25	Q548314
Q3749452	P40	Q132716
Q313169	P25	Q234941
Q313169	P26	Q237722
Q313169	P26	Q235674
Q313169	P22	Q309605
Q313169	P40	Q253796
Q313169	P40	Q261301
Q313169	P40	Q313167
Q313169	P40	Q503177
Q313169	P40	Q55065297
Q313169	P40	Q657873
Q313169	P40	Q3847395
Q313169	P40	Q61723879
Q313169	P40	Q5045269
Q313169	P40	Q75287381
Q313169	P40	Q75287383
Q313169	P40	Q75287384
Q313169	P40	Q75287376
Q313169	P3373	Q65114190
Q313169	P3373	Q3750159
Q313169	P3373	Q50475909
Q313169	P3373	Q234568
Q75360004	P22	Q952446
Q75360004	P25	Q75357724
Q6144989	P25	Q4491946
Q6144989	P22	Q16848674
Q6144989	P40	Q6144986
Q6144989	P40	Q6262675
Q6144989	P40	Q76372162
Q6144989	P40	Q75250407
Q6144989	P26	Q75249569
Q6144989	P3373	Q96074571
Q5541621	P22	Q5541620
Q5541621	P3373	Q20119069
Q5541621	P25	Q59174591
Q3735611	P26	Q4981388
Q3735611	P40	Q5565237
Q3735611	P40	Q5565230
Q3735611	P40	Q4937425
Q3735611	P40	Q5595465
Q3735611	P40	Q498046
Q3735611	P40	Q5565223
Q3735611	P40	Q22670913
Q3735611	P40	Q22670927
Q6193121	P40	Q3741964
Q6193121	P26	Q31988512
Q42636909	P1598	Q3105121
Q42636909	P1598	Q765797
Q42636909	P1598	Q44196717
Q242178	P40	Q234045
Q242178	P40	Q310807
Q242178	P40	Q447448
Q242178	P40	Q78784
Q242178	P40	Q702090
Q242178	P40	Q1032321
Q242178	P40	Q75381639
Q242178	P26	Q84201
Q231764	P40	Q317499
Q231764	P40	Q157793
Q231764	P40	Q235828
Q231764	P40	Q2308926
Q231764	P40	Q241196
Q231764	P40	Q174256
Q231764	P40	Q75385338
Q231764	P40	Q75385340
Q231764	P26	Q157812
Q231764	P25	Q270110
Q231764	P22	Q61829
Q231764	P1038	Q57224
Q231764	P3373	Q372190
Q231764	P3373	Q61574
Q231764	P3373	Q62800
Q231764	P3373	Q69987
Q102815887	P40	Q102815023
Q20108919	P22	Q323104
Q20108919	P25	Q20107972
Q20108919	P3373	Q86695
Q20108919	P3373	Q11916127
Q20108919	P3373	Q54810750
Q20108919	P3373	Q54855182
Q20108919	P3373	Q55025994
Q20108919	P3373	Q55078167
Q102421868	P22	Q5074707
Q3307463	P22	Q81506
Q3307463	P25	Q848615
Q3307463	P3373	Q2152773
Q3307463	P3373	Q230921
Q3307463	P3373	Q236930
Q3307463	P3373	Q126188
Q3307463	P3373	Q2561668
Q3307463	P3373	Q122553
Q47468537	P22	Q3845880
Q47468537	P40	Q6756003
Q47468537	P40	Q740361
Q47468537	P25	Q108935507
Q2575776	P1598	Q12802658
Q6300387	P40	Q241206
Q6300387	P40	Q5654045
Q6300387	P40	Q5526529
Q6300387	P22	Q278954
Q6300387	P25	Q5673783
Q6300387	P26	Q75394427
Q28857057	P1598	Q132716
Q69504	P26	Q560753
Q69504	P40	Q565815
Q69504	P40	Q175620
Q69504	P40	Q328606
Q69504	P40	Q1593375
Q69504	P40	Q1266379
Q69504	P40	Q75259201
Q69504	P40	Q25483821
Q69504	P22	Q313191
Q69504	P25	Q433010
Q69504	P3373	Q271906
Q69504	P3373	Q558983
Q69504	P3373	Q177095
Q69504	P3373	Q876877
Q66732796	P22	Q5081904
Q66732796	P25	Q18527031
Q853282	P22	Q312328
Q853282	P26	Q310918
Q853282	P3373	Q236889
Q853282	P3373	Q1077646
Q853282	P3373	Q12860
Q853282	P3373	Q470641
Q853282	P3373	Q615618
Q3160322	P40	Q3172651
Q3160322	P26	Q61733550
Q8560101	P22	Q216789
Q2651115	P40	Q1987688
Q2651115	P40	Q109771814
Q2250556	P25	Q102861401
Q63775	P40	Q66645
Q63775	P40	Q62885
Q63775	P40	Q657636
Q63775	P40	Q70930
Q63775	P40	Q71086
Q63775	P40	Q101172
Q63775	P26	Q459159
Q110603206	P40	Q110603205
Q2643503	P25	Q70769
Q2643503	P22	Q152229
Q2643503	P3373	Q75330048
Q2643503	P3373	Q75330050
Q2643503	P3373	Q75330051
Q2643503	P3373	Q1348373
Q2643503	P3373	Q241238
Q2643503	P3373	Q37134
Q2643503	P3373	Q675258
Q2643503	P3373	Q236978
Q2643503	P3373	Q257612
Q2643503	P3373	Q115282
Q2643503	P3373	Q62022
Q2643503	P3373	Q1555570
Q2643503	P3373	Q65053
Q2643503	P3373	Q87916
Q110422247	P40	Q108433481
Q2231752	P22	Q314577
Q2231752	P25	Q237321
Q2231752	P3373	Q75392662
Q242532	P25	Q2260377
Q242532	P3373	Q255457
Q242532	P3373	Q261818
Q242532	P3373	Q271994
Q242532	P3373	Q436224
Q242532	P3373	Q3371763
Q242532	P3373	Q2472724
Q242532	P3373	Q2839895
Q242532	P40	Q3745218
Q242532	P26	Q3837032
Q242532	P22	Q25403179
Q242532	P451	Q7742
Q518879	P22	Q439014
Q518879	P25	Q255400
Q518879	P40	Q1333222
Q518879	P40	Q235128
Q518879	P40	Q2457276
Q518879	P40	Q4997826
Q518879	P26	Q129179
Q518879	P26	Q962762
Q518879	P3373	Q450684
Q518879	P1290	Q358875
Q75394872	P22	Q581481
Q102227074	P40	Q1051080
Q155961	P1598	Q887599
Q155961	P1598	Q3766749
Q15439085	P22	Q53438
Q15439085	P25	Q84276
Q15439085	P3373	Q163043
Q15439085	P3373	Q16859543
Q15439085	P3373	Q169512
Q15439085	P3373	Q237706
Q15439085	P3373	Q446240
Q15439085	P3373	Q70244
Q15439085	P3373	Q58020
Q15439085	P3373	Q60657
Q15439085	P3373	Q63605
Q15439085	P3373	Q215988
Q15439085	P3373	Q565780
Q233192	P40	Q129857
Q233192	P40	Q190058
Q233192	P22	Q461667
Q233192	P25	Q292205
Q233192	P26	Q526128
Q233192	P3373	Q2005044
Q233192	P3373	Q221263
Q233192	P3373	Q3263561
Q233192	P3373	Q444189
Q233192	P3373	Q2563017
Q977533	P25	Q532107
Q977533	P22	Q7738
Q977533	P40	Q2840981
Q977533	P40	Q75359915
Q977533	P40	Q75359906
Q977533	P40	Q75359909
Q977533	P3373	Q3380982
Q977533	P3373	Q1127464
Q977533	P3373	Q2636618
Q977533	P451	Q123041
Q977533	P451	Q75359913
Q977533	P451	Q3263717
Q977533	P26	Q75359905
Q2032537	P40	Q2209392
Q2032537	P40	Q971626
Q2032537	P40	Q75291174
Q2032537	P40	Q75291176
Q2032537	P22	Q1747641
Q2032537	P26	Q524562
Q2032537	P25	Q75572952
Q927020	P22	Q163508
Q927020	P3373	Q2857114
Q6762795	P22	Q2687335
Q6762795	P25	Q230982
Q6762795	P3373	Q8056
Q6762795	P3373	Q361117
Q6762795	P3373	Q3839486
Q6762795	P3373	Q448174
Q6762795	P3373	Q2062312
Q6762795	P3373	Q237666
Q6762795	P3373	Q240261
Q106655192	P22	Q536033
Q106655192	P25	Q2546993
Q106655192	P3373	Q310334
Q106655192	P3373	Q664061
Q106655192	P3373	Q544166
Q106655192	P3373	Q316913
Q106655192	P3373	Q2291350
Q106655192	P3373	Q6781037
Q106655192	P3373	Q20068350
Q123089	P451	Q123041
Q269493	P22	Q18363
Q269493	P25	Q160001
Q269493	P40	Q6049946
Q269493	P40	Q6757730
Q269493	P40	Q75368396
Q269493	P40	Q75368434
Q269493	P3373	Q2412713
Q269493	P3373	Q1332391
Q269493	P3373	Q313857
Q269493	P3373	Q518846
Q269493	P3373	Q703780
Q269493	P26	Q4716439
Q269493	P1290	Q446711
Q269493	P1290	Q469359
Q102815328	P40	Q379953
Q102815328	P40	Q107293822
Q102815328	P22	Q102816310
Q102815328	P25	Q102816344
Q7608066	P26	Q75381600
Q7608066	P1889	Q53627021
Q7608066	P40	Q75301621
Q7608066	P40	Q5079166
Q7608066	P40	Q7790840
Q7608066	P40	Q5343518
Q7608066	P40	Q3435421
Q7608066	P40	Q75272249
Q7608066	P40	Q7183766
Q3847417	P25	Q257579
Q3847417	P22	Q297483
Q3847417	P3373	Q45639
Q3847417	P3373	Q253814
Q3847417	P3373	Q312297
Q3847417	P3373	Q59867
Q3847417	P3373	Q3837121
Q3847417	P3373	Q3750870
Q3847417	P3373	Q3721835
Q65053	P22	Q152229
Q65053	P25	Q70763
Q65053	P3373	Q87916
Q65053	P3373	Q241238
Q65053	P3373	Q37134
Q65053	P3373	Q675258
Q65053	P3373	Q236978
Q65053	P3373	Q257612
Q65053	P3373	Q115282
Q65053	P3373	Q62022
Q65053	P3373	Q75330048
Q65053	P3373	Q75330050
Q65053	P3373	Q75330051
Q65053	P3373	Q2643503
Q65053	P3373	Q1348373
Q65053	P3373	Q1555570
Q554113	P25	Q255457
Q554113	P22	Q941798
Q554113	P40	Q3052540
Q554113	P40	Q563524
Q554113	P3373	Q152428
Q554113	P3373	Q41910816
Q554113	P26	Q75984600
Q832421	P22	Q506182
Q832421	P25	Q69980
Q832421	P3373	Q563316
Q832421	P3373	Q566403
Q75385384	P40	Q75385379
Q75385384	P26	Q75385380
Q312681	P25	Q262518
Q312681	P22	Q312670
Q312681	P26	Q232172
Q312681	P40	Q175544
Q312681	P40	Q231844
Q312681	P40	Q233798
Q312681	P40	Q783340
Q312681	P40	Q175250
Q312681	P40	Q3852613
Q312681	P40	Q276021
Q312681	P40	Q312683
Q312681	P40	Q16601395
Q312681	P40	Q16204132
Q312681	P40	Q16601302
Q312681	P40	Q3770095
Q312681	P3373	Q1446617
Q312681	P3373	Q3847400
Q312681	P3373	Q3019072
Q312681	P3373	Q2436413
Q312681	P3373	Q16171126
Q312681	P138	Q16859619
Q2628240	P25	Q209353
Q2628240	P22	Q156774
Q2628240	P3373	Q2459965
Q2628240	P3373	Q254654
Q2628240	P3373	Q464449
Q5860447	P22	Q343621
Q5860447	P25	Q235162
Q5860447	P3373	Q526803
Q5860447	P3373	Q443417
Q465131	P25	Q271906
Q465131	P22	Q62516
Q465131	P26	Q552274
Q465131	P3373	Q62593
Q465131	P3373	Q108608
Q465131	P3373	Q52932
Q465131	P3373	Q531790
Q465131	P3373	Q65232
