h	r	t
Q15674	P190	Q8652
Q15674	P190	Q213324
Q385864	P131	Q122723
Q385864	P47	Q193428
Q385864	P47	Q490928
Q385864	P47	Q819572
Q592500	P131	Q160734
Q592500	P47	Q857828
Q592500	P47	Q791587
Q592500	P47	Q1350072
Q592500	P47	Q1350922
Q592500	P47	Q1205943
Q592500	P1365	Q6358968
Q592500	P1365	Q6379870
Q592500	P1365	Q8047832
Q592500	P1365	Q6875163
Q193428	P131	Q122723
Q193428	P361	Q122723
Q193428	P47	Q35765
Q193428	P47	Q774952
Q193428	P47	Q694308
Q193428	P47	Q490928
Q193428	P47	Q385864
Q193428	P47	Q819572
Q193428	P47	Q696412
Q193428	P47	Q857218
Q193428	P463	Q11656332
Q21745	P131	Q1270623
Q21745	P131	Q12652
Q21745	P47	Q21628
Q21745	P47	Q22109
Q21745	P47	Q21619
Q21745	P47	Q21819
Q21745	P47	Q21627
Q21745	P47	Q21660
Q21745	P47	Q21655
Q176505	P131	Q3353
Q176505	P47	Q217161
Q176505	P47	Q861572
Q176505	P47	Q1012457
Q176505	P47	Q1012514
Q176505	P47	Q203432
Q860727	P131	Q3353
Q860727	P47	Q861572
Q860727	P47	Q176456
Q860727	P47	Q644183
Q860727	P47	Q629952
Q860727	P47	Q176275
Q860727	P47	Q1141403
Q11401443	P1366	Q845851
Q11401443	P3842	Q845851
Q11423766	P1366	Q646766
Q11423766	P3842	Q646766
Q11405126	P1366	Q11470540
Q11405126	P3842	Q200707
Q956935	P131	Q3068
Q956935	P47	Q1065309
Q956935	P47	Q145921
Q956935	P47	Q1001970
Q956935	P47	Q1079104
Q956935	P47	Q606296
Q956935	P47	Q936372
Q1011038	P131	Q12549
Q1011038	P47	Q774666
Q1011038	P47	Q731782
Q1011038	P47	Q1011061
Q1011038	P47	Q748441
Q1011038	P47	Q1011050
Q1011038	P47	Q662265
Q1011038	P47	Q220671
Q1063092	P131	Q12549
Q1063092	P47	Q868451
Q1063092	P47	Q662265
Q1063092	P47	Q636445
Q1063092	P47	Q223508
Q1063092	P47	Q779675
Q1063092	P47	Q950692
Q1060711	P131	Q1270623
Q1060711	P131	Q12626
Q1060711	P47	Q977709
Q1060711	P47	Q990975
Q1060711	P47	Q1000253
Q1060711	P47	Q227202
Q1060711	P47	Q1049428
Q1060711	P47	Q601616
Q1060711	P47	Q501953
Q10901400	P1366	Q696772
Q10901400	P3842	Q696772
Q10901400	P131	Q83273
Q648659	P131	Q12549
Q648659	P47	Q1011143
Q648659	P47	Q1074775
Q648659	P47	Q1074547
Q648659	P47	Q1074751
Q648659	P47	Q301556
Q25270	P190	Q3640
Q25270	P190	Q19689
Q25270	P190	Q1844
Q25270	P190	Q23564
Q25270	P190	Q9022
Q11633538	P1366	Q1349486
Q11633538	P3842	Q1349486
Q22241	P131	Q12652
Q22241	P131	Q12652
Q22241	P47	Q21688
Q22241	P47	Q21704
Q22241	P47	Q22209
Q22241	P47	Q22047
Q22241	P47	Q22287
Q22241	P47	Q22223
Q22241	P47	Q22342
Q606296	P131	Q3068
Q606296	P47	Q956935
Q606296	P47	Q749819
Q606296	P47	Q145921
Q606296	P47	Q1065333
Q606296	P47	Q1113897
Q606296	P47	Q1065316
Q606296	P47	Q936372
Q1064002	P131	Q1270623
Q1064002	P131	Q12626
Q1064002	P47	Q209881
Q1064002	P47	Q1018328
Q1064002	P47	Q473145
Q1064002	P47	Q1000749
Q1064002	P47	Q1063961
Q1064002	P47	Q627016
Q693028	P131	Q12556
Q693028	P47	Q504953
Q693028	P47	Q1172014
Q693028	P47	Q1170859
Q693028	P47	Q1141332
Q693028	P47	Q288
Q693028	P47	Q1157687
Q386677	P131	Q131358
Q386677	P47	Q202907
Q386677	P47	Q857225
Q386677	P47	Q857310
Q386677	P1365	Q857310
Q657894	P131	Q3068
Q657894	P47	Q668834
Q657894	P47	Q752379
Q657894	P47	Q818116
Q657894	P47	Q1064546
Q657894	P47	Q686858
Q657894	P47	Q673671
Q1165078	P131	Q3068
Q1165078	P47	Q1065403
Q1165078	P47	Q1113925
Q235130	P131	Q1490
Q235130	P190	Q504690
Q235130	P47	Q212713
Q235130	P47	Q236680
Q235130	P47	Q232635
Q235130	P47	Q232624
Q235130	P47	Q213464
Q1095055	P131	Q12679
Q1095055	P47	Q367696
Q1095055	P47	Q969816
Q1095055	P47	Q1095777
Q1095055	P47	Q1341559
Q1095055	P47	Q1441751
Q1095055	P47	Q1441758
Q990829	P131	Q1270623
Q990829	P131	Q12626
Q990829	P47	Q193720
Q990829	P47	Q1047831
Q990829	P47	Q1048518
Q990829	P47	Q227488
Q1101273	P131	Q1270623
Q1101273	P131	Q12626
Q1101273	P47	Q745373
Q1101273	P47	Q726523
Q1101273	P47	Q990930
Q1101273	P47	Q224349
Q1101273	P47	Q1049399
Q1101273	P47	Q688130
Q1101273	P47	Q1097224
Q1095046	P131	Q12679
Q1095046	P47	Q534812
Q1095046	P47	Q511013
Q1095046	P47	Q1095197
Q1095046	P47	Q1341384
Q1095046	P47	Q251024
Q1347155	P131	Q12679
Q1347155	P47	Q1155730
Q1347155	P47	Q1095599
Q1347155	P47	Q1347203
Q1347155	P47	Q248930
Q1909193	P47	Q983758
Q1909193	P47	Q248922
Q1172052	P131	Q12556
Q1172052	P47	Q745610
Q1172052	P47	Q1135762
Q1172052	P47	Q1157708
Q1172052	P47	Q737461
Q1172052	P47	Q1170798
Q1172052	P47	Q656494
Q1172052	P47	Q288
Q478148	P131	Q12740
Q478148	P47	Q768123
Q478148	P47	Q731594
Q478148	P47	Q1476
Q1351153	P47	Q485583
Q1351153	P47	Q1205685
Q1351153	P47	Q1205954
Q193376	P131	Q3353
Q193376	P47	Q179557
Q193376	P47	Q178976
Q193376	P47	Q994698
Q193376	P47	Q570802
Q21748	P131	Q1270623
Q21748	P131	Q12652
Q21748	P47	Q668771
Q21748	P47	Q21584
Q21748	P47	Q21577
Q21748	P47	Q21973
Q21748	P47	Q21952
Q21748	P47	Q22351
Q21748	P47	Q21710
Q213252	P131	Q1270623
Q213252	P131	Q12626
Q213252	P47	Q196967
Q213252	P47	Q213305
Q213252	P47	Q829617
Q213252	P47	Q633420
Q213252	P47	Q627247
Q213252	P47	Q320308
Q213252	P47	Q1414358
Q818051	P131	Q12679
Q818051	P47	Q1347508
Q818051	P47	Q1048464
Q818051	P47	Q654395
Q818051	P47	Q1155681
Q818051	P47	Q1098025
Q818051	P47	Q647539
Q818051	P47	Q305400
Q818051	P47	Q251155
Q609905	P131	Q3068
Q609905	P47	Q304553
Q609905	P47	Q517466
Q609905	P47	Q595371
Q609905	P47	Q1065387
Q609905	P47	Q1165125
Q1095801	P131	Q1270623
Q1095801	P131	Q12626
Q1095801	P47	Q1062073
Q1095801	P47	Q194998
Q1095801	P47	Q213292
Q1095801	P47	Q221213
Q1095801	P47	Q627024
Q22429	P131	Q12652
Q22429	P131	Q12652
Q22429	P47	Q22049
Q22429	P47	Q22743
Q22429	P47	Q22010
Q22429	P47	Q21922
Q22429	P47	Q22011
Q509264	P131	Q1270623
Q509264	P131	Q12626
Q509264	P47	Q478548
Q509264	P47	Q669920
Q509264	P47	Q212821
Q509264	P47	Q684866
Q838652	P131	Q127877
Q838652	P190	Q46747
Q838652	P190	Q850508
Q248953	P131	Q12679
Q248953	P47	Q251209
Q248953	P47	Q248846
Q248953	P47	Q1095165
Q248953	P47	Q248853
Q1647506	P131	Q46130
Q1647506	P131	Q16665897
Q1647506	P47	Q4054
Q1647506	P47	Q273748
Q1647506	P47	Q456
Q1365417	P131	Q12679
Q1365417	P47	Q1095353
Q1365417	P47	Q958929
Q1365417	P47	Q1157224
Q1365417	P47	Q248663
Q1365417	P47	Q1099892
Q1365417	P1366	Q1099892
Q1365417	P47	Q181801
Q21741	P131	Q1270623
Q21741	P131	Q12652
Q21741	P47	Q22388
Q21741	P47	Q21727
Q21741	P47	Q21638
Q21741	P47	Q22372
Q850335	P131	Q132936
Q850335	P190	Q838672
Q850335	P190	Q49156
Q850335	P47	Q200078
Q850335	P47	Q467487
Q850335	P47	Q200707
Q850335	P47	Q1350060
Q850335	P47	Q1349486
Q850335	P1365	Q98099372
Q850335	P1365	Q105754932
Q850335	P1365	Q105754970
Q850335	P1365	Q105751388
Q850335	P1365	Q105751770
Q850335	P1365	Q11526049
Q765983	P131	Q3068
Q765983	P47	Q673694
Q765983	P47	Q680876
Q765983	P47	Q548727
Q765983	P47	Q1065416
Q765983	P47	Q1065483
Q765983	P47	Q1164872
Q229977	P131	Q1270623
Q229977	P131	Q12626
Q229977	P47	Q21615
Q229977	P47	Q21579
Q229977	P47	Q453618
Q229977	P47	Q231972
Q229977	P47	Q518643
Q229977	P47	Q1101381
Q1346815	P131	Q12679
Q1346815	P47	Q1095833
Q1346815	P47	Q1049125
Q1346815	P47	Q1095946
Q1346815	P47	Q1095416
Q1346815	P47	Q1157219
Q1346815	P47	Q1435869
Q21877	P131	Q12652
Q21877	P131	Q12652
Q21877	P47	Q21626
Q21877	P47	Q21690
Q21877	P47	Q22445
Q21877	P47	Q22228
Q21877	P47	Q21951
Q21877	P47	Q22036
Q22243	P131	Q12652
Q22243	P131	Q12652
Q22243	P47	Q1018403
Q22243	P47	Q192580
Q22243	P47	Q209986
Q22243	P47	Q21675
Q22243	P47	Q22041
Q1350904	P47	Q460812
Q1350904	P47	Q1350072
Q1350904	P47	Q861255
Q105758414	P1366	Q200078
Q105758414	P3842	Q200078
Q11392599	P1366	Q460835
Q11392599	P3842	Q460835
Q1065425	P131	Q3068
Q1065425	P47	Q1163316
Q1065425	P47	Q1115785
Q1065425	P47	Q1114003
Q1065425	P47	Q1069477
Q193602	P131	Q3353
Q193602	P47	Q176252
Q193602	P47	Q203318
Q193602	P47	Q1016121
Q193602	P47	Q191083
Q193602	P47	Q735835
Q12740	P131	Q16994
Q12740	P47	Q12679
Q12740	P47	Q3377
Q12740	P47	Q12564
Q12740	P47	Q12556
Q12740	P47	Q12584
Q12740	P47	Q12620
Q12740	P36	Q1476
Q22230	P131	Q1270623
Q22230	P131	Q12652
Q22230	P47	Q21915
Q22230	P47	Q21773
Q22230	P47	Q21934
Q22230	P47	Q22159
Q22230	P47	Q21985
Q22944	P131	Q12652
Q22944	P131	Q12652
Q22944	P47	Q21910
Q22944	P47	Q22313
Q22944	P47	Q22911
Q22944	P47	Q22321
Q22944	P47	Q22292
Q22944	P47	Q22035
Q861677	P131	Q3353
Q861677	P47	Q200880
Q861677	P47	Q192128
Q861677	P47	Q1079274
Q861677	P47	Q1011301
Q169343	P131	Q12574
Q1087560	P47	Q385461
Q1087560	P47	Q240891
Q1087560	P47	Q847584
Q1087560	P47	Q611642
Q1087560	P47	Q857194
Q476057	P131	Q12549
Q476057	P47	Q548818
Q476057	P47	Q219778
Q476057	P47	Q769276
Q476057	P47	Q1074751
Q476057	P47	Q1070565
Q22372	P131	Q1270623
Q22372	P131	Q12652
Q22372	P47	Q21727
Q22372	P47	Q21638
Q22372	P47	Q22353
Q22372	P47	Q21975
Q22372	P47	Q21741
Q22372	P1889	Q661814
Q1152	P150	Q3113
Q1152	P150	Q3259
Q1152	P150	Q12572
Q1152	P150	Q12694
Q1152	P47	Q13947
Q1152	P1366	Q18338206
Q1065677	P131	Q1270623
Q1065677	P131	Q12626
Q1065677	P47	Q228782
Q1065677	P47	Q231912
Q1065677	P47	Q223612
Q1065677	P47	Q194239
Q1065677	P47	Q670472
Q1065677	P47	Q1099419
Q215175	P131	Q1490
Q215175	P47	Q214056
Q215175	P47	Q217234
Q215175	P47	Q233495
Q215175	P47	Q235135
Q215175	P47	Q212704
Q215175	P47	Q190088
Q22900	P131	Q12652
Q22900	P131	Q12652
Q22900	P47	Q22087
Q22900	P47	Q21873
Q22900	P47	Q22012
Q22900	P47	Q21920
Q22900	P47	Q21998
Q22900	P47	Q22308
Q96027751	P1366	Q873578
Q96027751	P3842	Q873578
Q2961612	P131	Q12549
Q22094	P131	Q12652
Q22094	P131	Q12652
Q22094	P47	Q21749
Q22094	P47	Q22343
Q22094	P47	Q22402
Q22094	P47	Q21670
Q22094	P47	Q22261
Q22094	P47	Q22267
Q22094	P47	Q22249
Q1047495	P131	Q12652
Q1047495	P131	Q12626
Q1047495	P47	Q193225
Q1047495	P47	Q212709
Q1047495	P47	Q1048405
Q1047495	P47	Q1096841
Q131335	P190	Q1711
Q203629	P131	Q3353
Q203629	P47	Q201276
Q203629	P47	Q200041
Q203629	P47	Q642281
Q203629	P47	Q970382
Q22337	P131	Q12652
Q22337	P131	Q12652
Q22337	P47	Q22442
Q22337	P47	Q22150
Q22337	P47	Q22457
Q22337	P47	Q22124
Q22337	P47	Q22179
Q22337	P47	Q22362
Q22337	P47	Q22400
Q22337	P47	Q21792
Q1010975	P131	Q12549
Q1010975	P47	Q196540
Q1010975	P47	Q194524
Q1010975	P47	Q318432
Q1010975	P47	Q511947
Q1010975	P47	Q624136
Q1010975	P47	Q630399
Q1441713	P131	Q12679
Q1441713	P47	Q1340403
Q1441713	P47	Q277107
Q1441713	P47	Q212622
Q1441713	P47	Q212396
Q1096994	P131	Q12679
Q1096994	P47	Q251195
Q1096994	P47	Q1099839
Q1096994	P47	Q1347225
Q1096994	P47	Q1347101
Q1096994	P47	Q250719
Q661814	P131	Q12556
Q661814	P47	Q527676
Q661814	P47	Q632428
Q661814	P47	Q269364
Q661814	P47	Q656494
Q661814	P47	Q1171980
Q661814	P47	Q288
Q661814	P1889	Q22372
Q11453632	P1366	Q46747
Q11453632	P3842	Q46747
Q11453632	P1365	Q4701253
Q250634	P131	Q12679
Q250634	P47	Q1347252
Q250634	P47	Q1341598
Q250634	P47	Q248708
Q250634	P47	Q579511
Q250634	P47	Q248839
Q584329	P131	Q1270623
Q584329	P131	Q12626
Q584329	P47	Q473027
Q584329	P47	Q209881
Q584329	P47	Q1018328
Q584329	P47	Q227722
Q584329	P47	Q226414
Q8049728	P1366	Q602903
Q8049728	P3842	Q602903
Q8049728	P190	Q200707
Q12556	P36	Q288
Q12556	P150	Q288
Q12556	P131	Q13947
Q12556	P47	Q12584
Q12556	P47	Q12740
Q12556	P47	Q12564
Q12556	P47	Q12553
Q12556	P206	Q12553
Q12556	P47	Q12804
Q168057	P190	Q456
Q168057	P190	Q384
Q44843	P36	Q200589
Q44843	P47	Q83273
Q44843	P47	Q128186
Q44843	P47	Q71707
Q11496312	P1366	Q633647
Q11496312	P3842	Q633647
Q1063072	P131	Q12549
Q1063072	P47	Q225183
Q1063072	P47	Q381743
Q1063072	P47	Q591665
Q1063072	P47	Q1070544
Q1063072	P47	Q1385591
Q1063072	P47	Q945573
Q840514	P131	Q12679
Q840514	P47	Q250874
Q840514	P47	Q207622
Q840514	P47	Q248708
Q840514	P47	Q579511
Q840514	P47	Q375013
Q1030933	P131	Q12549
Q1030933	P47	Q210690
Q1030933	P47	Q1074796
Q1030933	P47	Q649103
Q1030933	P47	Q1011423
Q1030933	P47	Q967037
Q1030933	P47	Q544588
Q22200	P131	Q1270623
Q22200	P131	Q12652
Q22200	P47	Q22128
Q22200	P47	Q22289
Q22200	P47	Q22282
Q22200	P47	Q22073
Q22200	P47	Q22227
Q213305	P131	Q1270623
Q213305	P131	Q12626
Q213305	P47	Q213252
Q213305	P47	Q217474
Q213305	P47	Q209252
Q213305	P47	Q829617
Q213305	P47	Q320308
Q858033	P131	Q1270623
Q858033	P131	Q12626
Q858033	P47	Q217373
Q858033	P47	Q194407
Q858033	P47	Q642356
Q858033	P47	Q524836
Q1095825	P131	Q1270623
Q1095825	P131	Q12626
Q1095825	P47	Q682655
Q1095825	P47	Q1018324
Q1095825	P47	Q1410271
Q1095825	P47	Q1099402
Q1095825	P47	Q1159769
Q21886	P131	Q12652
Q21886	P131	Q12652
Q21886	P47	Q21912
Q21886	P47	Q22341
Q21886	P47	Q22081
Q21886	P47	Q22286
Q21886	P47	Q22204
Q208278	P131	Q1270623
Q208278	P131	Q12626
Q208278	P47	Q977709
Q208278	P47	Q1046733
Q208278	P47	Q1047870
Q208278	P47	Q1046719
Q208278	P47	Q604127
Q208278	P47	Q194505
Q22918	P131	Q12652
Q22918	P131	Q12652
Q22918	P47	Q22394
Q22918	P47	Q22754
Q22918	P47	Q22911
Q22918	P47	Q22919
Q22918	P47	Q22307
Q1049800	P131	Q1270623
Q1049800	P131	Q12626
Q1049800	P47	Q473093
Q1049800	P47	Q196967
Q1049800	P47	Q633331
Q1049800	P47	Q217803
Q1049800	P47	Q627247
Q1049800	P47	Q1159856
Q13578370	P1366	Q695920
Q13578370	P3842	Q695920
Q818116	P131	Q3068
Q818116	P47	Q672231
Q818116	P47	Q664650
Q818116	P47	Q592632
Q818116	P47	Q942968
Q818116	P47	Q657894
Q818116	P47	Q633101
Q818116	P47	Q1065394
Q818116	P47	Q1064546
Q818116	P47	Q686858
Q11639761	P1366	Q6958475
Q11639761	P3842	Q857202
Q388016	P131	Q1270623
Q388016	P131	Q12626
Q388016	P47	Q682655
Q388016	P47	Q1002005
Q388016	P47	Q1000966
Q388016	P47	Q1018324
Q388016	P47	Q1389333
Q21778	P131	Q12652
Q21778	P131	Q12652
Q21778	P47	Q22133
Q21778	P47	Q22994
Q21778	P47	Q21890
Q21778	P47	Q22444
Q21778	P47	Q22186
Q21778	P47	Q21989
Q21778	P47	Q22034
Q11501618	P1366	Q504690
Q11501618	P3842	Q504690
Q1297	P190	Q4191
Q1297	P190	Q2841
Q1297	P190	Q1489
Q1297	P190	Q172
Q1297	P190	Q3805
Q1297	P190	Q35765
Q1297	P190	Q1524
Q1297	P190	Q3711
Q1297	P190	Q1899
Q1297	P190	Q649
Q1297	P190	Q1085
Q1297	P190	Q216
Q1297	P190	Q270
Q1297	P190	Q174
Q1297	P190	Q42800
Q1297	P190	Q90
Q1297	P190	Q987
Q1297	P190	Q9022
Q1297	P1889	Q16554
Q844133	P131	Q83273
Q844133	P47	Q653446
Q844133	P47	Q273863
Q844133	P47	Q844138
Q844133	P47	Q838675
Q844133	P47	Q1203814
Q844133	P190	Q838663
Q844133	P190	Q1204478
Q1074766	P131	Q12549
Q1074766	P47	Q383186
Q1074766	P47	Q779377
Q1074766	P47	Q220272
Q1074766	P47	Q538715
Q1074766	P47	Q657826
Q1074766	P47	Q234704
Q127513	P47	Q1490
Q127513	P47	Q132720
Q127513	P36	Q38283
Q127513	P150	Q38283
Q127513	P150	Q164234
Q127513	P150	Q389711
Q127513	P150	Q145333
Q127513	P190	Q132929
Q823927	P131	Q125863
Q823927	P47	Q846342
Q823927	P47	Q205526
Q823927	P47	Q46747
Q823927	P190	Q212704
Q857194	P131	Q131358
Q857194	P47	Q611642
Q857194	P47	Q857310
Q857194	P47	Q847584
Q857194	P47	Q1087560
Q5903227	P1366	Q534667
Q5903227	P3842	Q534667
Q5903227	P1365	Q6875161
Q936721	P131	Q1270623
Q936721	P131	Q12626
Q936721	P47	Q726523
Q936721	P47	Q231972
Q936721	P47	Q476666
Q936721	P47	Q615710
Q936721	P47	Q229484
Q936721	P47	Q1101403
Q936721	P47	Q785359
Q936721	P47	Q1101354
Q936721	P47	Q193872
Q936721	P47	Q1097224
Q21900	P131	Q12652
Q21900	P131	Q12652
Q21900	P47	Q22445
Q21900	P47	Q22339
Q21900	P47	Q22036
Q21900	P47	Q21831
Q985558	P47	Q490737
Q985558	P47	Q957763
Q985558	P47	Q923384
Q985558	P47	Q1992901
Q1208020	P47	Q240891
Q1208020	P47	Q847584
Q637483	P131	Q12679
Q637483	P47	Q384673
Q637483	P47	Q665705
Q637483	P47	Q1157467
Q637483	P47	Q251149
Q637483	P47	Q251108
Q637483	P47	Q625444
Q178950	P131	Q3353
Q178950	P47	Q204579
Q178950	P47	Q1082459
Q178950	P47	Q177842
Q178950	P47	Q1011215
Q178950	P47	Q971108
Q178950	P47	Q1016102
Q178950	P47	Q177589
Q178950	P47	Q1139157
Q1159816	P131	Q1270623
Q1159816	P131	Q12626
Q1159816	P47	Q868110
Q1159816	P47	Q212968
Q1159816	P47	Q508717
Q1159816	P47	Q1166476
Q1159816	P47	Q1159745
Q40898	P131	Q12626
Q40898	P1376	Q12626
Q40898	P190	Q43196
Q40898	P190	Q191130
Q40898	P1376	Q1270623
Q40898	P47	Q320308
Q40898	P47	Q954562
Q40898	P47	Q752544
Q40898	P47	Q585128
Q40898	P47	Q1159783
Q40898	P47	Q607016
Q40898	P47	Q642356
Q40898	P47	Q1414358
Q193316	P131	Q3353
Q193316	P47	Q173977
Q193316	P47	Q645913
Q193316	P47	Q582969
Q193316	P47	Q175875
Q638668	P131	Q12556
Q638668	P47	Q1069661
Q638668	P47	Q1171300
Q638668	P47	Q1171992
Q638668	P47	Q737400
Q638668	P47	Q1171927
Q638668	P47	Q1170765
Q638668	P47	Q950679
Q638668	P47	Q1157687
Q638668	P47	Q504953
Q468375	P131	Q3353
Q468375	P47	Q1106238
Q468375	P47	Q201804
Q468375	P47	Q1016359
Q950692	P131	Q12549
Q950692	P47	Q747673
Q950692	P47	Q1061486
Q950692	P47	Q1063092
Q950692	P47	Q231355
Q950692	P47	Q662265
Q950692	P47	Q636445
Q950692	P47	Q216833
Q22398	P131	Q12652
Q22398	P131	Q12652
Q22398	P47	Q21706
Q22398	P47	Q22411
Q22398	P47	Q22257
Q22398	P47	Q21845
Q22398	P47	Q21990
Q22398	P47	Q22294
Q1020778	P131	Q3353
Q1020778	P47	Q1106238
Q1020778	P47	Q932511
Q1020778	P47	Q1012110
Q11520456	P1366	Q504690
Q11520456	P3842	Q504690
Q21629	P131	Q1270623
Q21629	P131	Q12652
Q21629	P47	Q22032
Q21629	P47	Q22407
Q21629	P47	Q21771
Q21629	P47	Q22005
Q21629	P47	Q21740
Q838675	P131	Q83273
Q838675	P47	Q1203179
Q838675	P47	Q840598
Q838675	P47	Q844138
Q838675	P47	Q844133
Q838675	P47	Q1203814
Q838675	P47	Q1203304
Q769276	P131	Q12549
Q769276	P47	Q635305
Q769276	P47	Q868433
Q769276	P47	Q213564
Q769276	P47	Q476057
Q769276	P47	Q548818
Q769276	P47	Q219647
Q769276	P47	Q193576
Q769276	P47	Q1070565
Q990832	P131	Q12626
Q990832	P47	Q1018310
Q990832	P47	Q646176
Q990832	P47	Q208298
Q990832	P47	Q226419
Q21840	P131	Q1270623
Q21840	P131	Q12652
Q21840	P47	Q21572
Q21840	P47	Q21734
Q21840	P47	Q21962
Q21840	P47	Q21974
Q21840	P47	Q21662
Q11642432	P1366	Q646766
Q11642432	P3842	Q646766
Q11484383	P1366	Q17139
Q11484383	P1366	Q17139
Q11484383	P3842	Q17139
Q1062198	P131	Q1270623
Q1062198	P131	Q12626
Q1062198	P47	Q224346
Q1062198	P47	Q1085877
Q1062198	P47	Q1060518
Q1062198	P47	Q1062227
Q1062198	P47	Q1000248
Q1062198	P47	Q1060408
Q1062198	P47	Q1062337
Q1062198	P47	Q208276
Q1062198	P47	Q668721
Q12526	P36	Q1479
Q12526	P150	Q1479
Q12526	P131	Q18678082
Q12526	P47	Q3278
Q12526	P47	Q3357
Q12526	P47	Q12578
Q12526	P47	Q12563
Q603054	P131	Q12549
Q603054	P47	Q955534
Q603054	P47	Q213309
Q603054	P47	Q162569
Q22304	P131	Q12652
Q22304	P131	Q12652
Q22304	P47	Q21694
Q22304	P47	Q22313
Q22304	P47	Q22402
Q22304	P47	Q22292
Q990904	P131	Q12652
Q990904	P131	Q12626
Q990904	P47	Q229334
Q990904	P47	Q639784
Q990904	P47	Q228791
Q990904	P47	Q22760
Q990904	P47	Q226383
Q990904	P47	Q1097162
Q210580	P131	Q12549
Q210580	P47	Q1011055
Q210580	P47	Q193501
Q210580	P47	Q222759
Q210580	P47	Q640336
Q210580	P47	Q771850
Q210580	P47	Q1070526
Q210580	P47	Q216677
Q210580	P47	Q222799
Q210580	P47	Q219651
Q1103438	P131	Q12584
Q1103438	P47	Q932919
Q1103438	P47	Q1104104
Q1103438	P47	Q1463786
Q1103438	P47	Q1163316
Q1103438	P47	Q1163353
Q1103438	P1366	Q27144967
Q1002652	P131	Q1270623
Q1002652	P131	Q12626
Q1002652	P47	Q229001
Q1002652	P47	Q1002667
Q1002652	P47	Q617980
Q1002652	P47	Q1048198
Q1002652	P47	Q497719
Q1002652	P47	Q544681
Q233903	P131	Q1490
Q233903	P190	Q956
Q233903	P47	Q233495
Q233903	P47	Q217234
Q233903	P47	Q231645
Q233903	P47	Q193638
Q233903	P1365	Q1207735
Q750233	P131	Q12679
Q750233	P47	Q665705
Q750233	P47	Q1157467
Q750233	P47	Q899081
Q750233	P47	Q830987
Q22153	P131	Q12652
Q22153	P131	Q12652
Q22153	P47	Q22031
Q22153	P47	Q22444
Q22153	P47	Q22452
Q22153	P47	Q21871
Q22153	P47	Q22206
Q22153	P47	Q21989
Q22153	P47	Q22235
Q22153	P47	Q22397
Q22153	P47	Q22309
Q1001908	P131	Q3068
Q1001908	P47	Q1064508
Q1001908	P47	Q383472
Q1095833	P131	Q12679
Q1095833	P47	Q251313
Q1095833	P47	Q599388
Q1095833	P47	Q1095416
Q1095833	P47	Q736241
Q1095833	P47	Q1435869
Q1095833	P47	Q1346815
Q11671952	P1366	Q1347481
Q11671952	P3842	Q1347481
Q11671952	P1366	Q11416506
Q11671952	P1365	Q11596597
Q21729	P131	Q1270623
Q21729	P131	Q12652
Q21729	P47	Q21635
Q21729	P47	Q21972
Q21729	P47	Q21961
Q21729	P47	Q22350
Q21729	P47	Q21821
Q21898	P131	Q12652
Q21898	P131	Q12652
Q21898	P47	Q21816
Q21898	P47	Q21836
Q21898	P47	Q22417
Q21898	P47	Q22412
Q21898	P47	Q21719
Q21898	P47	Q22377
Q21898	P47	Q22363
Q845551	P131	Q12584
Q845551	P1366	Q2264404
Q21712	P131	Q12652
Q21712	P131	Q12652
Q21712	P47	Q21641
Q21712	P47	Q22375
Q21712	P47	Q21640
Q21712	P47	Q21828
Q21712	P47	Q22412
Q21712	P47	Q21991
Q1206051	P47	Q633272
Q1206051	P47	Q602903
Q1206051	P47	Q496479
Q1206051	P1365	Q11630001
Q1206051	P1365	Q11357388
Q1206051	P1365	Q11502299
Q1206051	P1365	Q11512370
Q1206051	P1365	Q11388053
Q1206051	P1365	Q11576170
Q1206051	P1365	Q11378200
Q986183	P190	Q504690
Q55526736	P1366	Q38234
Q55526736	P3842	Q38234
Q55526736	P1366	Q55526941
Q55526736	P1366	Q55526527
Q735921	P131	Q3068
Q735921	P47	Q816233
Q735921	P47	Q639618
Q735921	P47	Q730397
Q735921	P47	Q1065325
Q735921	P47	Q743520
Q735921	P47	Q607079
Q21969	P131	Q1270623
Q21969	P131	Q12652
Q21969	P47	Q21615
Q21969	P47	Q21614
Q21969	P47	Q21829
Q21969	P47	Q21713
Q21969	P47	Q21746
Q21969	P47	Q21954
Q21969	P47	Q21902
Q21969	P47	Q21656
Q845851	P131	Q83273
Q845851	P47	Q204249
Q845851	P47	Q819658
Q845851	P47	Q990350
Q845851	P47	Q430584
Q845851	P47	Q1203390
Q845851	P47	Q1203068
Q845851	P47	Q644327
Q845851	P1365	Q11436912
Q845851	P1365	Q11401443
Q845851	P1365	Q11407748
Q845851	P1365	Q11596794
Q845851	P1365	Q7820087
Q845851	P1365	Q1011725
Q1170939	P131	Q12556
Q1170939	P47	Q1136119
Q1170939	P47	Q693979
Q1170939	P47	Q961984
Q1170939	P47	Q753028
Q1170939	P47	Q1172047
Q752544	P131	Q1270623
Q752544	P131	Q12626
Q752544	P47	Q196967
Q752544	P47	Q229339
Q752544	P47	Q581844
Q752544	P47	Q1159783
Q752544	P47	Q40898
Q752544	P47	Q1414358
Q232631	P131	Q1490
Q232631	P47	Q210661
Q232631	P47	Q242885
Q232631	P47	Q231645
Q232631	P47	Q193638
Q232631	P47	Q234087
Q232631	P47	Q232655
